"SUBJ";"CRSE";"SEQ";"CATALOG_TITLE";"INSTR_TYPE";"DAYS";"START_TIME";"END_TIME";"ROOM_CAP"
"ALDS";2705;"A";"Language, Ideology and Power";"LEC";"MW";835;955;58
"ALDS";3706;"A";"Discourse Analysis";"LEC";"W";1805;2055;32
"ALDS";3803;"A";"Method&Practic Langua Pedagogy";"PRC";"MW";1435;1555;25
"ALDS";3900;"A";"Independent Study";"IND";;;;
"ALDS";3901;"A";"Independent Study";"IND";;;;
"ALDS";3903;"A";"Topic in Applied Ling&Discours";"LEC";"MW";1305;1425;29
"ALDS";4205;"A";"Teach Engl Secnd Lang:Methodol";"LEC";"TR";935;1125;40
"ALDS";4206;"A";"Practicum in Teaching ESL";"PRC";"M";835;1025;42
"ALDS";4403;"A";"Writ&Knowledge Making Discipl";"LEC";"TR";1135;1255;42
"ALDS";4709;"A";"Systemic-Functional Linguistic";"LEC";"WF";1005;1125;36
"ALDS";4801;"A";"Major Structures of English";"LEC";"TR";1435;1555;39
"ANTH";1001;"A";"Introduction to Anthropology";"LEC";"F";1035;1225;444
"ANTH";1001;"A01";"Introduction to Anthropology";"GRP";"F";1235;1325;56
"ANTH";1001;"A02";"Introduction to Anthropology";"GRP";"F";1235;1325;58
"ANTH";1001;"A03";"Introduction to Anthropology";"GRP";"F";1235;1325;55
"ANTH";1001;"A04";"Introduction to Anthropology";"GRP";"F";1235;1325;55
"ANTH";1001;"A05";"Introduction to Anthropology";"GRP";"F";1435;1525;54
"ANTH";1001;"A06";"Introduction to Anthropology";"GRP";"F";1435;1525;55
"ANTH";1001;"A07";"Introduction to Anthropology";"GRP";"F";1435;1525;55
"ANTH";1001;"A08";"Introduction to Anthropology";"GRP";"F";1435;1525;56
"ANTH";1001;"B";"Introduction to Anthropology";"LEC";"M";1805;1955;285
"ANTH";1001;"B01";"Introduction to Anthropology";"GRP";"M";2005;2055;54
"ANTH";1001;"B02";"Introduction to Anthropology";"GRP";"M";2005;2055;55
"ANTH";1001;"B03";"Introduction to Anthropology";"GRP";"M";2005;2055;55
"ANTH";1001;"B04";"Introduction to Anthropology";"GRP";"M";2005;2055;56
"ANTH";1001;"B05";"Introduction to Anthropology";"GRP";"M";2005;2055;58
"ANTH";1001;"B06";"Introduction to Anthropology";"GRP";"M";2005;2055;51
"ANTH";1001;"PA1";"Introduction to Anthropology";"PAS";;;;
"ANTH";2001;"A";"Foundations Socio-Cultural";"LEC";"W";1135;1425;66
"ANTH";2020;"A";"Race and Ethnicity";"LEC";"F";1135;1425;84
"ANTH";2550;"A";"Religion and Society";"LEC";"R";1805;2055;98
"ANTH";2610;"A";"Stud in Indigenous Peoples";"LEC";"M";835;1125;66
"ANTH";2620;"A";"Ethnography Sub-Saharan Africa";"LEC";"T";835;1125;57
"ANTH";2630;"A";"Studies in Asian Societies";"LEC";;;;
"ANTH";2670;"A";"Ethnography of Brazil";"LEC";"M";1435;1725;58
"ANTH";2915;"A";"Course-Related Tut. in Anthro.";"TUT";;;;
"ANTH";3005;"A";"Ethnographic Research Methods";"LEC";"M";1135;1425;47
"ANTH";3020;"A";"Studies in Race & Ethnicity";"LEC";"W";1435;1725;79
"ANTH";3027;"A";"Stud in Globalization & Human";"LEC";"M";835;1125;61
"ANTH";3045;"A";"Stud. in Children & Childhood";"LEC";"M";1805;2055;91
"ANTH";3225;"A";"Sel. Topics in Anthropology";"LEC";"T";835;1125;31
"ANTH";3510;"A";"Ritual";"LEC";"W";835;1125;51
"ANTH";3915;"A";"Course-Related Tut. in Anthro.";"TUT";;;;
"ANTH";3999;"A";"Co-op Work Term";"WRK";;;;
"ARAB";1110;"A";"Intensive First Year Arabic";"LEC";"TR";835;1125;40
"ARAB";1110;"A";"Intensive First Year Arabic";"LEC";"F";935;1125;40
"ARCC";2202;"A";"Architectural Technology 1";"LEC";"R";1435;1725;84
"ARCC";2203;"A";"Architectural Technology 3";"LEC";"W";835;1125;148
"ARCC";3202;"A";"Architectural Technology 4";"LEC";"R";1435;1725;75
"ARCC";3202;"B";"Architectural Technology 4";"LEC";"R";1435;1725;75
"ARCC";4200;"B";"Structural Morphology";"LEC";"M";835;1125;30
"ARCC";4200;"B";"Structural Morphology";"LEC";"R";1135;1425;30
"ARCC";4500;"A";"Design Economics";"LEC";"F";835;1125;115
"ARCC";4808;"A";"Independent Study";"IND";;;;
"ARCC";4900;"A";"Sec. A Directed Reading";"REP";"T";1435;1725;320
"ARCH";1000;"A";"Introduction to Architecture";"LEC";"F";835;1125;236
"ARCH";2006;"A";"Hist. & Theory Industrial Desi";"LEC";"R";835;1125;154
"ARCH";2300;"C";"Intro to Modern Architecture";"LEC";"M";835;1125;204
"ARCH";4200;"A";"Architect Conserv Philos&Ethic";"LEC";"F";1135;1425;75
"ARCH";4206;"A";"Recycling Arch in Canada & Abr";"LEC";"M";835;1125;75
"ARCH";4801;"B";"Sel Top: Theory & History";"SEM";;;;
"ARCH";4808;"A";"Independent Study";"IND";;;;
"ARCN";2106;"A";"Introduction to Multimedia";"LEC";"T";835;1125;75
"ARCN";3206;"B";"Workshop: Computer Application";"WKS";;;;
"ARCN";3901;"A";"Sel Top: Arch Techniques";"OTH";;;;
"ARCN";3999;"A";"Co-op Work Term";"WRK";;;;
"ARCN";4103;"A";"Digital Fabrication and Theory";"LEC";"R";935;1125;30
"ARCN";4103;"A1";"Digital Fabrication and Theory";"LAB";"M";1135;1325;20
"ARCN";4808;"A";"Independent Study";"IND";;;;
"ARCS";1005;"A";"Drawing";"STU";"TR";1135;1425;75
"ARCS";2105;"A";"Studio 2";"STU";"MWF";1335;1725;320
"ARCS";2105;"B";"Studio 2";"STU";"MWF";1335;1725;320
"ARCS";2105;"C";"Studio 2";"STU";"MWF";1335;1725;320
"ARCS";2105;"D";"Studio 2";"STU";"MWF";1335;1725;320
"ARCS";2105;"E";"Studio 2";"STU";"MWF";1335;1725;320
"ARCS";3105;"A";"Studio 4";"STU";"MWF";1335;1725;320
"ARCS";3105;"B";"Studio 4";"STU";"MWF";1335;1725;320
"ARCS";3105;"C";"Studio 4";"STU";"MWF";1335;1725;320
"ARCS";3105;"D";"Studio 4";"STU";"MWF";1335;1725;320
"ARCS";3105;"E";"Studio 4";"STU";"MWF";1335;1725;320
"ARCS";4105;"A";"Studio 6";"STU";"MWF";1335;1725;32
"ARCS";4105;"B";"Studio 6";"STU";"MWF";1335;1725;32
"ARCS";4105;"C";"Studio 6";"STU";"MWF";1335;1725;32
"ARCS";4105;"D";"Studio 6";"STU";"MWF";1335;1725;32
"ARCS";4105;"E";"Studio 6";"STU";"MWF";1335;1725;32
"ARCS";4106;"B";"Studio 7";"STU";;;;
"ARCU";3501;"A";"Fundamentals of Urbanism";"LEC";;;;
"ARCU";3902;"A";"Sel Top: Wksp in Urban Studies";"WKS";"TR";1805;2055;30
"ARCU";4300;"A";"History of Theories - Urbanism";"LEC";"M";1435;1725;20
"ARCU";4400;"B";"City Organization & Planning";"OTH";"T";1805;2055;24
"ARCU";4801;"A";"Selected Topics in Urbanism";"LEC";"W";835;1125;20
"ARCU";4808;"A";"Independent Study";"IND";;;;
"ARTH";1100;"A";"Art and Society:Prehist to Ren";"LEC";"M";1135;1325;387
"ARTH";1100;"A01";"Art and Society:Prehist to Ren";"TUT";"M";1635;1725;27
"ARTH";1100;"A02";"Art and Society:Prehist to Ren";"TUT";"M";1635;1725;52
"ARTH";1100;"A03";"Art and Society:Prehist to Ren";"TUT";"W";835;925;32
"ARTH";1100;"A04";"Art and Society:Prehist to Ren";"TUT";"W";835;925;40
"ARTH";1100;"A05";"Art and Society:Prehist to Ren";"TUT";"W";1535;1625;27
"ARTH";1100;"A06";"Art and Society:Prehist to Ren";"TUT";"W";1535;1625;48
"ARTH";1100;"A07";"Art and Society:Prehist to Ren";"TUT";"W";935;1025;40
"ARTH";1100;"A08";"Art and Society:Prehist to Ren";"TUT";"T";1905;1955;27
"ARTH";1100;"A09";"Art and Society:Prehist to Ren";"TUT";"T";1905;1955;27
"ARTH";1100;"A10";"Art and Society:Prehist to Ren";"TUT";"M";1905;1955;32
"ARTH";1100;"A11";"Art and Society:Prehist to Ren";"TUT";"M";1905;1955;31
"ARTH";1100;"A12";"Art and Society:Prehist to Ren";"TUT";"W";935;1025;27
"ARTH";1200;"A";"Hist & Theory of Arch 1";"LEC";"T";1435;1625;204
"ARTH";1200;"A01";"Hist & Theory of Arch 1";"TUT";"W";1435;1525;27
"ARTH";1200;"A02";"Hist & Theory of Arch 1";"TUT";"W";1435;1525;32
"ARTH";1200;"A03";"Hist & Theory of Arch 1";"TUT";"W";1035;1125;27
"ARTH";1200;"A04";"Hist & Theory of Arch 1";"TUT";"T";1805;1855;27
"ARTH";1200;"A05";"Hist & Theory of Arch 1";"TUT";"T";1805;1855;32
"ARTH";1200;"A06";"Hist & Theory of Arch 1";"TUT";"T";1805;1855;23
"ARTH";1200;"A07";"Hist & Theory of Arch 1";"TUT";"W";1035;1125;58
"ARTH";1200;"A08";"Hist & Theory of Arch 1";"TUT";"W";1035;1125;23
"ARTH";2006;"A";"Arts of the First Peoples";"LEC";"F";1435;1725;75
"ARTH";2007;"A";"Asian Art";"LEC";;;;
"ARTH";2007;"A1";"Asian Art";"GRP";;;;
"ARTH";2007;"A2";"Asian Art";"GRP";;;;
"ARTH";2102;"A";"Greek Art and Archaeology";"LEC";"TR";1605;1725;98
"ARTH";2510;"A";"Arch of the 18th & 19th Cent";"LEC";"MW";1305;1425;52
"ARTH";2601;"A";"Hist. & Theory of Photography";"LEC";"TR";1305;1425;75
"ARTH";2610;"A";"Twentieth-Century Architecture";"LEC";"MW";1135;1255;52
"ARTH";3005;"A";"American Architecture";"LEC";"W";1135;1425;27
"ARTH";3105;"A";"Studies in Roman Art";"LEC";"F";835;1125;63
"ARTH";3106;"A";"History of Methods of Art Hist";"SEM";"T";835;1125;32
"ARTH";3107;"A";"Hist&Method of Architect Hist";"SEM";"R";1135;1425;40
"ARTH";3400;"A";"History of Printmaking";"LEC";"T";1435;1725;40
"ARTH";3809;"A";"Closer Look@Art&Visual Culture";"LEC";"M";835;1125;32
"ARTH";3900;"A";"Practicum in Art History";"PRC";;;;
"ARTH";4000;"A";"Topics in Canadian Art";"SEM";"M";835;1125;27
"ARTH";4008;"A";"Transnational Theory";"SEM";"W";1135;1425;27
"ARTH";4610;"A";"Topics in Modern Arch or Desgn";"SEM";"R";1135;1425;32
"ARTH";4809;"A";"Topic in Art History&Criticism";"SEM";"F";1135;1425;27
"ARTH";4900;"A";"Directed Readings and Research";"IND";;;;
"ASLA";1010;"A";"First Yr American Sign Langu I";"LEC";"TR";935;1125;69
"ASLA";1010;"B";"First Yr American Sign Langu I";"LEC";"TR";1435;1625;58
"ASLA";1010;"C";"First Yr American Sign Langu I";"LEC";"WF";935;1125;58
"ASLA";1010;"D";"First Yr American Sign Langu I";"LEC";"MW";1805;1955;69
"ASLA";1010;"E";"First Yr American Sign Langu I";"LEC";"MW";1435;1625;39
"ASLA";1010;"F";"First Yr American Sign Langu I";"LEC";"MW";935;1125;69
"ASLA";1010;"G";"First Yr American Sign Langu I";"LEC";"WF";1435;1625;58
"ASLA";1010;"H";"First Yr American Sign Langu I";"LEC";"TR";1805;1955;58
"ASLA";1010;"I";"First Yr American Sign Langu I";"LEC";"MW";1135;1325;69
"ASLA";1010;"J";"First Yr American Sign Langu I";"LEC";"TR";1435;1625;48
"ASLA";1010;"N";"First Yr American Sign Langu I";"LEC";"WF";1135;1325;47
"ASLA";1110;"A";"Intens First-Yr Amer Sign Lang";"LEC";"MTRF";1635;1825;32
"ASLA";2010;"A";"Second Yr American Sign Lang I";"LEC";"TR";1135;1325;27
"ASLA";2010;"B";"Second Yr American Sign Lang I";"LEC";"MW";935;1125;31
"ASLA";2010;"C";"Second Yr American Sign Lang I";"LEC";"TR";935;1125;27
"ASLA";3010;"A";"Third Yr American Sign Lang I";"LEC";"MW";1635;1755;39
"ASLA";3010;"B";"Third Yr American Sign Lang I";"LEC";"MW";1805;1925;39
"ASLA";4010;"A";"Fourth Yr American Sign Lang I";"LEC";"TR";1605;1725;39
"ASLA";4900;"A";"Independent Study";"IND";;;;
"ASLA";4901;"A";"Independent Study";"IND";;;;
"ASLA";4901;"B";"Independent Study";"IND";;;;
"BIOC";2200;"A";"Cellular Biochemistry";"LEC";"MW";1135;1255;236
"BIOC";2200;"A01";"Cellular Biochemistry";"LAB";"M";1335;1725;20
"BIOC";2200;"A02";"Cellular Biochemistry";"LAB";"T";1335;1725;20
"BIOC";2200;"A03";"Cellular Biochemistry";"LAB";"W";1335;1725;20
"BIOC";2200;"A04";"Cellular Biochemistry";"LAB";"R";1335;1725;20
"BIOC";2200;"A05";"Cellular Biochemistry";"LAB";"F";1335;1725;20
"BIOC";2200;"A07";"Cellular Biochemistry";"LAB";"T";835;1225;20
"BIOC";2200;"A09";"Cellular Biochemistry";"LAB";"R";835;1225;20
"BIOC";2200;"A10";"Cellular Biochemistry";"LAB";"F";835;1225;20
"BIOC";2200;"A23";"Cellular Biochemistry";"LAB";"W";1805;2155;20
"BIOC";2200;"PA1";"Cellular Biochemistry";"PAS";"MW";1805;1925;28
"BIOC";2300;"A";"Physical Biochemistry";"LEC";"TR";1135;1255;66
"BIOC";2300;"A01";"Physical Biochemistry";"TUT";"F";835;1125;58
"BIOC";2400;"A";"Independent Research I";"OTH";;;;
"BIOC";3006;"A";"Practical Biochemistry";"TUT";"M";1335;1425;67
"BIOC";3006;"A03";"Practical Biochemistry";"LAB";"W";1335;1725;32
"BIOC";3006;"A04";"Practical Biochemistry";"LAB";"R";1335;1725;32
"BIOC";3006;"A05";"Practical Biochemistry";"LAB";"F";1335;1725;32
"BIOC";3101;"A";"General Biochemistry I";"LEC";"TR";1135;1255;78
"BIOC";3202;"A";"Biophysical Tech & Application";"LEC";"M";1805;2055;78
"BIOC";3400;"A";"Independent Research II";"OTH";;;;
"BIOC";3999;"A";"Co-op Work Term";"WRK";;;;
"BIOC";4007;"A";"Membrane Biochemistry";"LEC";"R";1435;1625;40
"BIOC";4007;"A01";"Membrane Biochemistry";"WKS";"R";1135;1325;29
"BIOC";4009;"A";"Biochemistry of Disease";"LEC";"MW";1605;1725;35
"BIOC";4203;"A";"Advanced Metabolism";"LEC";"MW";1005;1125;55
"BIOC";4708;"A";"Principles of Toxicology";"LEC";"MW";1805;1925;66
"BIOC";4901;"A";"Topics in Biochemistry";"IND";;;;
"BIOC";4901;"B";"Topics in Biochemistry";"IND";;;;
"BIOL";1003;"A";"Introductory Biology 1";"LEC";"MWF";1235;1325;444
"BIOL";1003;"A02";"Introductory Biology 1";"LAB";"T";1335;1625;50
"BIOL";1003;"A03";"Introductory Biology 1";"LAB";"W";1335;1625;50
"BIOL";1003;"A04";"Introductory Biology 1";"LAB";"R";1335;1625;50
"BIOL";1003;"A07";"Introductory Biology 1";"LAB";"T";835;1125;50
"BIOL";1003;"A08";"Introductory Biology 1";"LAB";"W";835;1125;50
"BIOL";1003;"A09";"Introductory Biology 1";"LAB";"R";835;1125;50
"BIOL";1003;"A10";"Introductory Biology 1";"LAB";"F";835;1125;50
"BIOL";1003;"PA1";"Introductory Biology 1";"PAS";"MW";1805;1925;40
"BIOL";1003;"PA2";"Introductory Biology 1";"PAS";;;;
"BIOL";1003;"T02";"Introductory Biology 1";"TUT";"T";1335;1625;67
"BIOL";1003;"T03";"Introductory Biology 1";"TUT";"W";1335;1625;67
"BIOL";1003;"T04";"Introductory Biology 1";"TUT";"R";1335;1625;67
"BIOL";1003;"T07";"Introductory Biology 1";"TUT";"T";835;1125;67
"BIOL";1003;"T08";"Introductory Biology 1";"TUT";"W";835;1125;67
"BIOL";1003;"T09";"Introductory Biology 1";"TUT";"R";835;1125;67
"BIOL";1003;"T10";"Introductory Biology 1";"TUT";"F";835;1125;61
"BIOL";1010;"A";"Biotechnology and Society";"LEC";"M";1805;2055;331
"BIOL";1010;"AOD";"Biotechnology and Society";"VOD";;;;
"BIOL";1010;"T";"Biotechnology and Society";"LEC";;;;
"BIOL";1010;"TOD";"Biotechnology and Society";"VOD";;;;
"BIOL";1103;"A";"Foundations of Biology I";"LEC";"MWF";1235;1325;331
"BIOL";1103;"A02";"Foundations of Biology I";"LAB";"T";1335;1625;50
"BIOL";1103;"A03";"Foundations of Biology I";"LAB";"W";1335;1625;50
"BIOL";1103;"A04";"Foundations of Biology I";"LAB";"R";1335;1625;50
"BIOL";1103;"A07";"Foundations of Biology I";"LAB";"T";835;1125;50
"BIOL";1103;"A08";"Foundations of Biology I";"LAB";"W";835;1125;50
"BIOL";1103;"A09";"Foundations of Biology I";"LAB";"R";835;1125;50
"BIOL";1103;"A10";"Foundations of Biology I";"LAB";"F";835;1125;50
"BIOL";1103;"N";"Foundations of Biology I";"LEC";"MWF";1235;1325;331
"BIOL";1103;"N02";"Foundations of Biology I";"LAB";"T";1335;1625;50
"BIOL";1103;"PA1";"Foundations of Biology I";"PAS";;;;
"BIOL";1103;"PA2";"Foundations of Biology I";"PAS";;;;
"BIOL";1103;"T02";"Foundations of Biology I";"TUT";"T";1335;1625;67
"BIOL";1103;"T03";"Foundations of Biology I";"TUT";"W";1335;1625;67
"BIOL";1103;"T04";"Foundations of Biology I";"TUT";"R";1335;1625;67
"BIOL";1103;"T07";"Foundations of Biology I";"TUT";"T";835;1125;67
"BIOL";1103;"T08";"Foundations of Biology I";"TUT";"W";835;1125;67
"BIOL";1103;"T09";"Foundations of Biology I";"TUT";"R";835;1125;67
"BIOL";1103;"T10";"Foundations of Biology I";"TUT";"F";835;1125;61
"BIOL";1902;"A";"Natural History";"LEC";"MW";1305;1425;134
"BIOL";1902;"AOD";"Natural History";"VOD";;;;
"BIOL";1902;"T";"Natural History";"LEC";;;;
"BIOL";1902;"TOD";"Natural History";"VOD";;;;
"BIOL";2002;"A";"Plants: Form and Function";"LEC";"MW";835;955;195
"BIOL";2002;"A01";"Plants: Form and Function";"LAB";"M";1335;1625;50
"BIOL";2002;"A02";"Plants: Form and Function";"LAB";"T";1335;1625;50
"BIOL";2002;"A03";"Plants: Form and Function";"LAB";"W";1335;1625;50
"BIOL";2002;"A04";"Plants: Form and Function";"LAB";"R";1335;1625;50
"BIOL";2002;"A07";"Plants: Form and Function";"LAB";"T";835;1125;50
"BIOL";2002;"A09";"Plants: Form and Function";"LAB";"R";835;1125;50
"BIOL";2005;"A";"Human Physiology";"LEC";"M";1805;2055;151
"BIOL";2200;"A";"Cellular Biochemistry";"LEC";"MW";1135;1255;236
"BIOL";2200;"A01";"Cellular Biochemistry";"LAB";"M";1335;1725;20
"BIOL";2200;"A02";"Cellular Biochemistry";"LAB";"T";1335;1725;20
"BIOL";2200;"A03";"Cellular Biochemistry";"LAB";"W";1335;1725;20
"BIOL";2200;"A04";"Cellular Biochemistry";"LAB";"R";1335;1725;20
"BIOL";2200;"A05";"Cellular Biochemistry";"LAB";"F";1335;1725;20
"BIOL";2200;"A07";"Cellular Biochemistry";"LAB";"T";835;1225;20
"BIOL";2200;"A09";"Cellular Biochemistry";"LAB";"R";835;1225;20
"BIOL";2200;"A10";"Cellular Biochemistry";"LAB";"F";835;1225;20
"BIOL";2200;"A23";"Cellular Biochemistry";"LAB";"W";1805;2155;20
"BIOL";2201;"A";"Cell Biology and Biochemistry";"LEC";"TR";1135;1255;134
"BIOL";2600;"A";"Introduction to Ecology";"LEC";"MW";1005;1125;204
"BIOL";2600;"A01";"Introduction to Ecology";"LAB";"M";1335;1725;30
"BIOL";2600;"A02";"Introduction to Ecology";"LAB";"T";1335;1725;30
"BIOL";2600;"A03";"Introduction to Ecology";"LAB";"W";1335;1725;30
"BIOL";2600;"A04";"Introduction to Ecology";"LAB";"R";1335;1725;30
"BIOL";2600;"A05";"Introduction to Ecology";"LAB";"F";1335;1725;30
"BIOL";2600;"T01";"Introduction to Ecology";"TUT";"M";1335;1725;30
"BIOL";2600;"T02";"Introduction to Ecology";"TUT";"T";1335;1725;30
"BIOL";2600;"T03";"Introduction to Ecology";"TUT";"W";1335;1725;30
"BIOL";2600;"T04";"Introduction to Ecology";"TUT";"R";1335;1725;30
"BIOL";2600;"T05";"Introduction to Ecology";"TUT";"F";1335;1725;30
"BIOL";3004;"A";"Insect Diversity";"LEC";"TR";1005;1125;36
"BIOL";3102;"A";"Mycology";"LEC";"WF";1135;1255;151
"BIOL";3201;"A";"Cell Biology";"LEC";"MW";1005;1125;78
"BIOL";3201;"A02";"Cell Biology";"LAB";"T";1335;1725;25
"BIOL";3201;"A03";"Cell Biology";"LAB";"W";1335;1725;25
"BIOL";3201;"A04";"Cell Biology";"LAB";"R";1335;1725;25
"BIOL";3303;"A";"Experimental Microbiology";"LEC";"M";1135;1255;148
"BIOL";3303;"A02";"Experimental Microbiology";"LAB";"T";1335;1725;50
"BIOL";3303;"A03";"Experimental Microbiology";"LAB";"W";1335;1725;50
"BIOL";3303;"A04";"Experimental Microbiology";"LAB";"R";1335;1725;50
"BIOL";3305;"A";"Human & Comparative Physiology";"LEC";"MW";835;955;96
"BIOL";3305;"A01";"Human & Comparative Physiology";"LAB";"M";1335;1725;20
"BIOL";3305;"A02";"Human & Comparative Physiology";"LAB";"T";1335;1725;20
"BIOL";3305;"A03";"Human & Comparative Physiology";"LAB";"W";1335;1725;20
"BIOL";3305;"A04";"Human & Comparative Physiology";"LAB";"R";1335;1725;20
"BIOL";3305;"A05";"Human & Comparative Physiology";"LAB";"F";1335;1725;20
"BIOL";3306;"A";"Human Anatomy and Physiology";"LEC";"TR";1005;1125;120
"BIOL";3602;"A";"Conservation Biology";"LEC";"R";1435;1725;35
"BIOL";3602;"A01";"Conservation Biology";"WKS";"F";835;1125;30
"BIOL";3605;"A";"Field Course I";"FIE";;;;
"BIOL";3606;"A";"Field Course II";"FIE";;;;
"BIOL";3608;"A";"Principles of Biogeography";"LEC";"TR";1135;1255;66
"BIOL";3608;"A01";"Principles of Biogeography";"LAB";"W";1135;1325;33
"BIOL";3608;"A02";"Principles of Biogeography";"LAB";"T";1435;1625;33
"BIOL";3608;"A03";"Principles of Biogeography";"LAB";"F";1135;1325;33
"BIOL";3609;"A";"Evolutionary Concepts";"LEC";"WF";1135;1255;54
"BIOL";3612;"A";"Comp. Meth. in Ecology & Evol.";"LEC";"T";1135;1325;23
"BIOL";3612;"A01";"Comp. Meth. in Ecology & Evol.";"WKS";"R";835;1125;30
"BIOL";3801;"A";"Plants and Herbivores";"LEC";"WF";1305;1425;58
"BIOL";3802;"A";"Animal Behaviour";"LEC";"TR";835;955;58
"BIOL";3802;"A01";"Animal Behaviour";"WKS";"T";1435;1725;56
"BIOL";3804;"A";"Social Evolution";"LEC";"MW";1605;1725;40
"BIOL";3901;"A";"Research Proposal";"REP";;;;
"BIOL";3999;"A";"Co-op Work Term";"WRK";;;;
"BIOL";4008;"A";"Molecular Plant Development";"LEC";"WF";1135;1255;27
"BIOL";4106;"A";"Advances in Molecular Biology";"LEC";"F";835;1125;40
"BIOL";4203;"A";"Evolution of Sex";"LEC";"MW";1305;1425;42
"BIOL";4206;"A";"Human Genetics";"LEC";"TR";835;955;30
"BIOL";4301;"A";"Biotechnology";"LEC";"MW";1435;1555;58
"BIOL";4500;"A";"Ornithology I";"LEC";"T";1435;1725;51
"BIOL";4503;"A";"Fish Ecology, Convervation &";"LEC";"W";835;1025;39
"BIOL";4503;"A01";"Fish Ecology, Convervation &";"WKS";"W";1035;1225;39
"BIOL";4802;"A";"Advanced Animal Behaviour";"LEC";"R";1435;1725;36
"BIOL";4900;"A";"Directed Studies and Seminar";"DIR";;;;
"BIOL";4901;"A";"Directed Studies";"DIR";;;;
"BIOL";4901;"B";"Directed Studies";"DIR";;;;
"BIOL";4901;"C";"Directed Studies";"LEC";"TR";1005;1125;40
"BIOL";4901;"E";"Directed Studies";"LEC";"R";1135;1425;28
"BIT";1000;"A";"Mathematics 1 for NET";"LEC";"MW";1135;1255;77
"BIT";1000;"A1";"Mathematics 1 for NET";"LAB";"F";1135;1225;77
"BIT";1002;"A";"Physics I";"LEC";"MW";1605;1725;77
"BIT";1002;"A1";"Physics I";"LAB";"F";835;1125;70
"BIT";1100;"A";"Mathematics I for IMD";"LEC";"WF";835;955;77
"BIT";1100;"A1";"Mathematics I for IMD";"TUT";"F";1235;1325;77
"BIT";1101;"A";"Mathematics II for IMD";"LEC";"TR";1005;1125;77
"BIT";1101;"A1";"Mathematics II for IMD";"TUT";"F";1335;1425;77
"BIT";1200;"A";"Mathematics I for PLT";"LEC";"MW";1005;1125;236
